Code,Disease,symptoms
67,Acute sinusitis,[{symptoms:Cough}{symptoms:81}{symptoms:Nasal congestion}{symptoms:75}{symptoms:Sore throat}{symptoms:66}{symptoms:Headache}{symptoms:66}{symptoms:Frontal headache}{symptoms:56}{symptoms:Coryza}{symptoms:52}{symptoms:Fever}{symptoms:51}{symptoms:Ear pain}{symptoms:49}{symptoms:Sinus congestion}{symptoms:37}{symptoms:Painful sinuses}{symptoms:29}{symptoms:Facial pain}{symptoms:26}{symptoms:Coughing up sputum}{symptoms:23} Acute sinusitis
68,Von Hippel-Lindau disease,[{symptoms:Seizures}{symptoms:49}{symptoms:Upper abdominal pain}{symptoms:32}{symptoms:Excessive growth}{symptoms:32}{symptoms:Abnormal appearing skin}{symptoms:32}{symptoms:Headache}{symptoms:32}{symptoms:Blood in urine}{symptoms:32}{symptoms:Paresthesia}{symptoms:32}{symptoms:Diminished vision}{symptoms:32}{symptoms:Knee pain}{symptoms:32}{symptoms:Fatigue}{symptoms:32}{symptoms:Nausea}{symptoms:32}{symptoms:Kidney mass}{symptoms:32} Von Hippel-Lindau disease
69,Substance-related mental disorder,[{symptoms:Depressive or psychotic symptoms}{symptoms:83}{symptoms:Delusions or hallucinations}{symptoms:58}{symptoms:Depression}{symptoms:52}{symptoms:Anxiety and nervousness}{symptoms:52}{symptoms:Drug abuse}{symptoms:46}{symptoms:Abusing alcohol}{symptoms:23}{symptoms:Insomnia}{symptoms:23}{symptoms:Feeling ill}{symptoms:18}{symptoms:Excessive anger}{symptoms:13}{symptoms:Problems with movement}{symptoms:13}{symptoms:Hostile behavior}{symptoms:13}{symptoms:Fears and phobias}{symptoms:13} Substance-related mental disorder
70,Postpartum depression,[{symptoms:Depression}{symptoms:57}{symptoms:Recent pregnancy}{symptoms:33}{symptoms:Problems during pregnancy}{symptoms:33}{symptoms:Anxiety and nervousness}{symptoms:30}{symptoms:Pain during pregnancy}{symptoms:25}{symptoms:Depressive or psychotic symptoms}{symptoms:24}{symptoms:Drug abuse}{symptoms:12}{symptoms:Spotting or bleeding during pregnancy}{symptoms:12}{symptoms:Uterine contractions}{symptoms:10}{symptoms:Delusions or hallucinations}{symptoms:10}{symptoms:Intermenstrual bleeding}{symptoms:5}{symptoms:Excessive anger}{symptoms:3} Postpartum depression
71,Coronary atherosclerosis,[{symptoms:Sharp chest pain}{symptoms:55}{symptoms:Shortness of breath}{symptoms:41}{symptoms:Fatigue}{symptoms:20}{symptoms:Chest tightness}{symptoms:18}{symptoms:Palpitations}{symptoms:12}{symptoms:Irregular heartbeat}{symptoms:5}{symptoms:Lymphedema}{symptoms:5}{symptoms:Leg cramps or spasms}{symptoms:3}{symptoms:Burning chest pain}{symptoms:2} Coronary atherosclerosis
72,Spondylitis,[{symptoms:Back pain}{symptoms:88}{symptoms:Low back pain}{symptoms:83}{symptoms:Leg pain}{symptoms:47}{symptoms:Neck pain}{symptoms:45}{symptoms:Hip pain}{symptoms:29}{symptoms:Side pain}{symptoms:21}{symptoms:Back cramps or spasms}{symptoms:21}{symptoms:Lower body pain}{symptoms:12}{symptoms:Stiffness all over}{symptoms:7}{symptoms:Muscle cramps;contractures;or spasms}{symptoms:7}{symptoms:Low back cramps or spasms}{symptoms:7}{symptoms:Back mass or lump}{symptoms:4} Spondylitis
73,Pituitary adenoma,[{symptoms:Headache}{symptoms:56}{symptoms:Loss of sensation}{symptoms:33}{symptoms:Diminished vision}{symptoms:33}{symptoms:Knee pain}{symptoms:33}{symptoms:Nausea}{symptoms:33}{symptoms:Disturbance of memory}{symptoms:20}{symptoms:Coryza}{symptoms:20}{symptoms:Weight gain}{symptoms:20}{symptoms:Pain in eye}{symptoms:20}{symptoms:Nosebleed}{symptoms:20}{symptoms:Long menstrual periods}{symptoms:20}{symptoms:Muscle swelling}{symptoms:1} Pituitary adenoma
74,Uterine fibroids,[{symptoms:Sharp abdominal pain}{symptoms:49}{symptoms:Pelvic pain}{symptoms:42}{symptoms:Heavy menstrual flow}{symptoms:37}{symptoms:Lower abdominal pain}{symptoms:22}{symptoms:Unpredictable menstruation}{symptoms:20}{symptoms:Painful menstruation}{symptoms:12}{symptoms:Intermenstrual bleeding}{symptoms:11}{symptoms:Long menstrual periods}{symptoms:11}{symptoms:Infertility}{symptoms:8}{symptoms:Vaginal discharge}{symptoms:8}{symptoms:Involuntary urination}{symptoms:8}{symptoms:Cramps and spasms}{symptoms:6} Uterine fibroids
75,Idiopathic nonmenstrual bleeding,[{symptoms:Intermenstrual bleeding}{symptoms:63}{symptoms:Unpredictable menstruation}{symptoms:43}{symptoms:Long menstrual periods}{symptoms:39}{symptoms:Pelvic pain}{symptoms:34}{symptoms:Sharp abdominal pain}{symptoms:34}{symptoms:Heavy menstrual flow}{symptoms:34}{symptoms:Painful menstruation}{symptoms:24}{symptoms:Vaginal discharge}{symptoms:24}{symptoms:Painful urination}{symptoms:17}{symptoms:Frequent menstruation}{symptoms:17}{symptoms:Blood clots during menstrual periods}{symptoms:17}{symptoms:Sweating}{symptoms:17} Idiopathic nonmenstrual bleeding
76,Chalazion,[{symptoms:Mass on eyelid}{symptoms:84}{symptoms:Pain in eye}{symptoms:58}{symptoms:Swollen eye}{symptoms:45}{symptoms:Eye redness}{symptoms:43}{symptoms:Symptoms of eye}{symptoms:38}{symptoms:Eyelid swelling}{symptoms:35}{symptoms:Eyelid lesion or rash}{symptoms:35}{symptoms:Diminished vision}{symptoms:25}{symptoms:Itchiness of eye}{symptoms:25}{symptoms:Skin growth}{symptoms:21}{symptoms:Foreign body sensation in eye}{symptoms:16}{symptoms:Lacrimation}{symptoms:12} Chalazion
77,Ovarian torsion,[{symptoms:Sharp abdominal pain}{symptoms:63}{symptoms:Lower abdominal pain}{symptoms:48}{symptoms:Pelvic pain}{symptoms:44}{symptoms:Ache all over}{symptoms:25}{symptoms:Groin mass}{symptoms:18}{symptoms:Unwanted hair}{symptoms:10}{symptoms:Symptoms of bladder}{symptoms:10}{symptoms:Knee swelling}{symptoms:10}{symptoms:Pain or soreness of breast}{symptoms:10}{symptoms:Skin swelling}{symptoms:10}{symptoms:Infertility}{symptoms:10}{symptoms:Acne or pimples}{symptoms:10} Ovarian torsion
78,Retinopathy due to high blood pressure,[{symptoms:Diminished vision}{symptoms:70}{symptoms:Spots or clouds in vision}{symptoms:38}{symptoms:Symptoms of eye}{symptoms:35}{symptoms:Pain in eye}{symptoms:21}{symptoms:Itchiness of eye}{symptoms:21}{symptoms:Foreign body sensation in eye}{symptoms:15}{symptoms:Mass on eyelid}{symptoms:15}{symptoms:Eye redness}{symptoms:15}{symptoms:Blindness}{symptoms:8}{symptoms:Pus draining from ear}{symptoms:8}{symptoms:Lacrimation}{symptoms:8}{symptoms:Irregular appearing nails}{symptoms:8} Retinopathy due to high blood pressure
79,Vaginal yeast infection,[{symptoms:Vaginal itching}{symptoms:79}{symptoms:Vaginal discharge}{symptoms:77}{symptoms:Painful urination}{symptoms:41}{symptoms:Sharp abdominal pain}{symptoms:32}{symptoms:Vaginal pain}{symptoms:24}{symptoms:Vaginal redness}{symptoms:23}{symptoms:Itching of skin}{symptoms:20}{symptoms:Problems during pregnancy}{symptoms:19}{symptoms:Suprapubic pain}{symptoms:19}{symptoms:Pelvic pain}{symptoms:19}{symptoms:Lower abdominal pain}{symptoms:17}{symptoms:Vulvar irritation}{symptoms:14} Vaginal yeast infection
80,Mastoiditis,[{symptoms:Ear pain}{symptoms:84}{symptoms:Dizziness}{symptoms:49}{symptoms:Redness in ear}{symptoms:42}{symptoms:Fluid in ear}{symptoms:42}{symptoms:Cough}{symptoms:42}{symptoms:Headache}{symptoms:37}{symptoms:Diminished hearing}{symptoms:37}{symptoms:Fever}{symptoms:37}{symptoms:Plugged feeling in ear}{symptoms:32}{symptoms:Ringing in ear}{symptoms:32}{symptoms:Nasal congestion}{symptoms:32}{symptoms:Facial pain}{symptoms:26} Mastoiditis
81,Lung contusion,[{symptoms:Back pain}{symptoms:63}{symptoms:Sharp chest pain}{symptoms:55}{symptoms:Ache all over}{symptoms:44}{symptoms:Rib pain}{symptoms:44}{symptoms:Elbow pain}{symptoms:28}{symptoms:Hip pain}{symptoms:28}{symptoms:Hurts to breath}{symptoms:28}{symptoms:Fluid retention}{symptoms:28}{symptoms:Dizziness}{symptoms:28}{symptoms:Headache}{symptoms:28}{symptoms:Shoulder pain}{symptoms:28}{symptoms:Shortness of breath}{symptoms:28} Lung contusion
82,Hypertrophic obstructive cardiomyopathy (HOCM),[{symptoms:Sharp chest pain}{symptoms:64}{symptoms:Difficulty breathing}{symptoms:36}{symptoms:Anxiety and nervousness}{symptoms:36}{symptoms:Chest tightness}{symptoms:36}{symptoms:Leg swelling}{symptoms:36}{symptoms:Joint pain}{symptoms:36}{symptoms:Cough}{symptoms:36}{symptoms:Emotional symptoms}{symptoms:2}{symptoms:Elbow cramps or spasms}{symptoms:2}{symptoms:Nailbiting}{symptoms:2}{symptoms:Muscle swelling}{symptoms:2}{symptoms:Elbow weakness}{symptoms:2} Hypertrophic obstructive cardiomyopathy (HOCM)
83,Ingrown toe nail,[{symptoms:Irregular appearing nails}{symptoms:87}{symptoms:Foot or toe pain}{symptoms:73}{symptoms:Skin on leg or foot looks infected}{symptoms:46}{symptoms:Foot or toe swelling}{symptoms:32}{symptoms:Abnormal appearing skin}{symptoms:26}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:12}{symptoms:Skin growth}{symptoms:10}{symptoms:Skin on arm or hand looks infected}{symptoms:7}{symptoms:Swollen eye}{symptoms:5}{symptoms:Neck swelling}{symptoms:3}{symptoms:Skin irritation}{symptoms:3}{symptoms:Itchy scalp}{symptoms:3} Ingrown toe nail
84,Pulmonary eosinophilia,[{symptoms:Cough}{symptoms:83}{symptoms:Shortness of breath}{symptoms:76}{symptoms:Fever}{symptoms:74}{symptoms:Nasal congestion}{symptoms:63}{symptoms:Sharp chest pain}{symptoms:40}{symptoms:Difficulty breathing}{symptoms:30}{symptoms:Dizziness}{symptoms:30}{symptoms:Ache all over}{symptoms:30}{symptoms:Nosebleed}{symptoms:18}{symptoms:Redness in ear}{symptoms:18}{symptoms:Fluid retention}{symptoms:18}{symptoms:Paresthesia}{symptoms:18} Pulmonary eosinophilia
85,Open wound of the hip,[{symptoms:Hip pain}{symptoms:29}{symptoms:Leg pain}{symptoms:29}{symptoms:Hip swelling}{symptoms:6} Open wound of the hip
86,Corneal disorder,[{symptoms:Diminished vision}{symptoms:76}{symptoms:Pain in eye}{symptoms:62}{symptoms:Eye redness}{symptoms:43}{symptoms:Spots or clouds in vision}{symptoms:32}{symptoms:Symptoms of eye}{symptoms:30}{symptoms:Foreign body sensation in eye}{symptoms:27}{symptoms:Lacrimation}{symptoms:24}{symptoms:Itchiness of eye}{symptoms:21}{symptoms:White discharge from eye}{symptoms:10}{symptoms:Swollen eye}{symptoms:10}{symptoms:Double vision}{symptoms:5}{symptoms:Eyelid lesion or rash}{symptoms:5} Corneal disorder
87,Foreign body in the gastrointestinal tract,[{symptoms:Difficulty in swallowing}{symptoms:48}{symptoms:Vomiting}{symptoms:32}{symptoms:Sharp abdominal pain}{symptoms:26}{symptoms:Regurgitation}{symptoms:10}{symptoms:Vomiting blood}{symptoms:10}{symptoms:Throat feels tight}{symptoms:7}{symptoms:Lump in throat}{symptoms:7}{symptoms:Recent weight loss}{symptoms:4}{symptoms:Cramps and spasms}{symptoms:4}{symptoms:Incontinence of stool}{symptoms:4}{symptoms:Foot or toe cramps or spasms}{symptoms:4}{symptoms:Temper problems}{symptoms:4} Foreign body in the gastrointestinal tract
88,Endophthalmitis,[{symptoms:Pain in eye}{symptoms:86}{symptoms:Eye redness}{symptoms:83}{symptoms:Swollen eye}{symptoms:56}{symptoms:Diminished vision}{symptoms:48}{symptoms:Itchiness of eye}{symptoms:38}{symptoms:Mass on eyelid}{symptoms:23}{symptoms:Paresthesia}{symptoms:23}{symptoms:Painful sinuses}{symptoms:23}{symptoms:Skin lesion}{symptoms:23}{symptoms:Foot or toe pain}{symptoms:23}{symptoms:Lacrimation}{symptoms:23}{symptoms:Painful urination}{symptoms:23} Endophthalmitis
89,Intestinal malabsorption,[{symptoms:Diarrhea}{symptoms:64}{symptoms:Vomiting}{symptoms:51}{symptoms:Sharp abdominal pain}{symptoms:43}{symptoms:Allergic reaction}{symptoms:38}{symptoms:Irritable infant}{symptoms:33}{symptoms:Infant feeding problem}{symptoms:33}{symptoms:Cough}{symptoms:33}{symptoms:Constipation}{symptoms:33}{symptoms:Nasal congestion}{symptoms:27}{symptoms:Infant spitting up}{symptoms:20}{symptoms:Feeling ill}{symptoms:20}{symptoms:Flatulence}{symptoms:20} Intestinal malabsorption
90,Lead poisoning,[{symptoms:Pain in eye}{symptoms:91}{symptoms:Shoulder cramps or spasms}{symptoms:91}{symptoms:Facial pain}{symptoms:91}{symptoms:Ankle pain}{symptoms:91}{symptoms:Wrist pain}{symptoms:91}{symptoms:Pain during pregnancy}{symptoms:91}{symptoms:Excessive anger}{symptoms:91}{symptoms:Joint stiffness or tightness}{symptoms:91}{symptoms:Pain or soreness of breast}{symptoms:91}{symptoms:Knee lump or mass}{symptoms:91}{symptoms:Fatigue}{symptoms:91}{symptoms:Excessive urination at night}{symptoms:91} Lead poisoning
91,Viral warts,[{symptoms:Warts}{symptoms:87}{symptoms:Skin lesion}{symptoms:41}{symptoms:Skin growth}{symptoms:24}{symptoms:Abnormal appearing skin}{symptoms:23}{symptoms:Skin moles}{symptoms:17}{symptoms:Acne or pimples}{symptoms:16}{symptoms:Bumps on penis}{symptoms:12}{symptoms:Skin swelling}{symptoms:11}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:11}{symptoms:Lip swelling}{symptoms:4}{symptoms:Too little hair}{symptoms:4}{symptoms:Foot or toe lump or mass}{symptoms:4} Viral warts
92,Hyperhidrosis,[{symptoms:Sweating}{symptoms:88}{symptoms:Warts}{symptoms:58}{symptoms:Acne or pimples}{symptoms:50}{symptoms:Fever}{symptoms:40}{symptoms:Skin rash}{symptoms:25}{symptoms:Redness in ear}{symptoms:25}{symptoms:Headache}{symptoms:25}{symptoms:Diminished vision}{symptoms:25}{symptoms:Sharp abdominal pain}{symptoms:25}{symptoms:Cough}{symptoms:25}{symptoms:Vomiting}{symptoms:25}{symptoms:Cramps and spasms}{symptoms:25} Hyperhidrosis
93,Stroke,[{symptoms:Focal weakness}{symptoms:46}{symptoms:Dizziness}{symptoms:43}{symptoms:Headache}{symptoms:37}{symptoms:Loss of sensation}{symptoms:37}{symptoms:Weakness}{symptoms:33}{symptoms:Problems with movement}{symptoms:33}{symptoms:Slurring words}{symptoms:30}{symptoms:Difficulty speaking}{symptoms:29}{symptoms:Depressive or psychotic symptoms}{symptoms:27}{symptoms:Seizures}{symptoms:23}{symptoms:Abnormal involuntary movements}{symptoms:14}{symptoms:Disturbance of memory}{symptoms:13} Stroke
94,Pilonidal cyst,[{symptoms:Skin growth}{symptoms:52}{symptoms:Lower body pain}{symptoms:41}{symptoms:Ache all over}{symptoms:32}{symptoms:Skin swelling}{symptoms:28}{symptoms:Pain of the anus}{symptoms:17}{symptoms:Bones are painful}{symptoms:14}{symptoms:Back mass or lump}{symptoms:14}{symptoms:Mass or swelling around the anus}{symptoms:8}{symptoms:Pelvic pain}{symptoms:8}{symptoms:Fluid retention}{symptoms:8}{symptoms:Low back swelling}{symptoms:4}{symptoms:Irregular appearing scalp}{symptoms:4} Pilonidal cyst
95,Crushing injury,[{symptoms:Hand or finger pain}{symptoms:62}{symptoms:Foot or toe pain}{symptoms:30}{symptoms:Loss of sensation}{symptoms:22}{symptoms:Hand or finger swelling}{symptoms:22}{symptoms:Hand or finger stiffness or tightness}{symptoms:12}{symptoms:Ankle swelling}{symptoms:8}{symptoms:Knee swelling}{symptoms:8}{symptoms:Neck swelling}{symptoms:4}{symptoms:Lymphedema}{symptoms:4} Crushing injury
96,Normal pressure hydrocephalus,[{symptoms:Problems with movement}{symptoms:65}{symptoms:Headache}{symptoms:54}{symptoms:Disturbance of memory}{symptoms:36}{symptoms:Depressive or psychotic symptoms}{symptoms:36}{symptoms:Dizziness}{symptoms:36}{symptoms:Palpitations}{symptoms:22}{symptoms:Difficulty speaking}{symptoms:22}{symptoms:Involuntary urination}{symptoms:22}{symptoms:Fatigue}{symptoms:22}{symptoms:Hip lump or mass}{symptoms:22}{symptoms:Blood in urine}{symptoms:22}{symptoms:Drainage in throat}{symptoms:22} Normal pressure hydrocephalus
97,Alopecia,[{symptoms:Too little hair}{symptoms:94}{symptoms:Irregular appearing scalp}{symptoms:28}{symptoms:Skin rash}{symptoms:26}{symptoms:Skin swelling}{symptoms:19}{symptoms:Abnormal appearing skin}{symptoms:19}{symptoms:Dry or flaky scalp}{symptoms:16}{symptoms:Acne or pimples}{symptoms:16}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:13}{symptoms:Itchy scalp}{symptoms:13}{symptoms:Itching of skin}{symptoms:13}{symptoms:Feeling ill}{symptoms:10}{symptoms:Skin growth}{symptoms:7} Alopecia
98,Hashimoto thyroiditis,[{symptoms:Weight gain}{symptoms:19}{symptoms:Constipation}{symptoms:19}{symptoms:Heavy menstrual flow}{symptoms:11}{symptoms:Premenstrual tension or irritability}{symptoms:11}{symptoms:Warts}{symptoms:11}{symptoms:Difficulty in swallowing}{symptoms:11}{symptoms:Too little hair}{symptoms:11}{symptoms:Palpitations}{symptoms:11}{symptoms:Heartburn}{symptoms:11}{symptoms:Suprapubic pain}{symptoms:11}{symptoms:Abnormal involuntary movements}{symptoms:11}{symptoms:Feeling hot}{symptoms:11} Hashimoto thyroiditis
99,Flat feet,[{symptoms:Foot or toe pain}{symptoms:74}{symptoms:Knee pain}{symptoms:43}{symptoms:Ankle pain}{symptoms:31}{symptoms:Problems with movement}{symptoms:23}{symptoms:Cramps and spasms}{symptoms:23}{symptoms:Feet turned in}{symptoms:23}{symptoms:Symptoms of eye}{symptoms:13}{symptoms:Foot or toe stiffness or tightness}{symptoms:13}{symptoms:Skin swelling}{symptoms:13}{symptoms:Weight gain}{symptoms:13}{symptoms:Skin growth}{symptoms:13}{symptoms:Retention of urine}{symptoms:13} Flat feet
100,Nonalcoholic liver disease (NASH),[{symptoms:Sharp abdominal pain}{symptoms:56}{symptoms:Upper abdominal pain}{symptoms:56}{symptoms:Nausea}{symptoms:35}{symptoms:Dizziness}{symptoms:24}{symptoms:Diarrhea}{symptoms:24}{symptoms:Weight gain}{symptoms:17}{symptoms:Mouth ulcer}{symptoms:10}{symptoms:Chills}{symptoms:10}{symptoms:Paresthesia}{symptoms:10}{symptoms:Joint pain}{symptoms:10}{symptoms:Nosebleed}{symptoms:10}{symptoms:Regurgitation}{symptoms:10} Nonalcoholic liver disease (NASH)
101,Hemarthrosis,[{symptoms:Knee pain}{symptoms:92}{symptoms:Knee swelling}{symptoms:64}{symptoms:Frequent urination}{symptoms:36}{symptoms:Shoulder pain}{symptoms:36}{symptoms:Ankle swelling}{symptoms:36}{symptoms:Knee lump or mass}{symptoms:36}{symptoms:Abnormal appearing skin}{symptoms:36}{symptoms:Ache all over}{symptoms:36}{symptoms:Knee stiffness or tightness}{symptoms:36}{symptoms:Problems with movement}{symptoms:36}{symptoms:Elbow cramps or spasms}{symptoms:2}{symptoms:Elbow weakness}{symptoms:2} Hemarthrosis
102,Pelvic organ prolapse,[{symptoms:Involuntary urination}{symptoms:62}{symptoms:Frequent urination}{symptoms:36}{symptoms:Symptoms of bladder}{symptoms:28}{symptoms:Retention of urine}{symptoms:24}{symptoms:Suprapubic pain}{symptoms:17}{symptoms:Vaginal pain}{symptoms:14}{symptoms:Pelvic pain}{symptoms:10}{symptoms:Blood in urine}{symptoms:10}{symptoms:Pelvic pressure}{symptoms:10}{symptoms:Vaginal discharge}{symptoms:8}{symptoms:Excessive urination at night}{symptoms:6}{symptoms:Intermenstrual bleeding}{symptoms:6} Pelvic organ prolapse
103,Fracture of the arm,[{symptoms:Arm pain}{symptoms:61}{symptoms:Wrist pain}{symptoms:58}{symptoms:Elbow pain}{symptoms:39}{symptoms:Shoulder pain}{symptoms:37}{symptoms:Wrist swelling}{symptoms:10}{symptoms:Arm swelling}{symptoms:8}{symptoms:Elbow swelling}{symptoms:6}{symptoms:Arm stiffness or tightness}{symptoms:4}{symptoms:Wrist stiffness or tightness}{symptoms:2}{symptoms:Shoulder stiffness or tightness}{symptoms:1}{symptoms:Elbow stiffness or tightness}{symptoms:1} Fracture of the arm
104,Coagulation (bleeding) disorder,[{symptoms:Leg pain}{symptoms:30}{symptoms:Leg swelling}{symptoms:17}{symptoms:Nosebleed}{symptoms:17}{symptoms:Blood in urine}{symptoms:17}{symptoms:Eye redness}{symptoms:11}{symptoms:Melena}{symptoms:8}{symptoms:Lymphedema}{symptoms:8}{symptoms:Hemoptysis}{symptoms:8}{symptoms:Leg cramps or spasms}{symptoms:4}{symptoms:Early or late onset of menopause}{symptoms:4}{symptoms:Knee swelling}{symptoms:4}{symptoms:Vaginal pain}{symptoms:4} Coagulation (bleeding) disorder
201,Intracranial hemorrhage,[{symptoms:Headache}{symptoms:63}{symptoms:Depressive or psychotic symptoms}{symptoms:32}{symptoms:Disturbance of memory}{symptoms:32}{symptoms:Problems with movement}{symptoms:32}{symptoms:Dizziness}{symptoms:30}{symptoms:Seizures}{symptoms:27}{symptoms:Weakness}{symptoms:25}{symptoms:Vomiting}{symptoms:25}{symptoms:Joint pain}{symptoms:19}{symptoms:Abnormal involuntary movements}{symptoms:19}{symptoms:Diminished vision}{symptoms:16}{symptoms:Difficulty speaking}{symptoms:12} Intracranial hemorrhage
202,Hyperkalemia,[{symptoms:Shortness of breath}{symptoms:52}{symptoms:Weakness}{symptoms:49}{symptoms:Nausea}{symptoms:45}{symptoms:Vomiting}{symptoms:40}{symptoms:Dizziness}{symptoms:36}{symptoms:Sharp chest pain}{symptoms:32}{symptoms:Depressive or psychotic symptoms}{symptoms:24}{symptoms:Sharp abdominal pain}{symptoms:24}{symptoms:Feeling ill}{symptoms:15}{symptoms:Decreased heart rate}{symptoms:12}{symptoms:Decreased appetite}{symptoms:12}{symptoms:Difficulty in swallowing}{symptoms:8} Hyperkalemia
